source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/alliance-defending-freedom/right-wing-groups-are-using-same-playbook-against-covid-19-measures
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-responds-killing-george-floyd-claiming-systemic-racism-policing-myth
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-says-protests-against-police-violence-are-ancient-battle-between
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/laura-ingraham/fox-news-hosts-racist-former-detective-mark-fuhrman-analyze-protests-following
https://www.mediamatters.org/	https://www.mediamatters.org/national-rifle-association/nra-board-member-shares-extremist-militia-branded-meme-blames-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-dodges-after-caller-confronts-him-about-colin-kaepernicks-protest-against
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-help-republicans-are-continuing-lie-and-fearmonger-about-green-new-deal
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlsons-unhinged-racist-rant-attacking-minneapolis-demonstrators
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/america-approaches-100000-covid-19-deaths-national-death-toll-absent-fox-0
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_Y_HuhuqbilRQ8NJhvw8r2pvmAMpBClYWIVrDcMMIuiw.css
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/anti-abortion-talking-point-about-congress-coronavirus-bills-spreads-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/mark-levin/fox-news-host-screams-lebron-james-sharing-image-george-floyd-and-colin-kaepernick
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/31/joe-biden-vice-president-george-floyd-291063
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/05/29/ppp-the-saga-continues-787996
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2020/05/28/business/economy/community-reinvestment-act-joseph-otting.html
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	http://go.politicoemail.com/?qs=647051eaaf5a17e435c62b1e51bb435cae332e0778baa79a09f82103fad45c491cda164b42b1548c5028d2b098ae90d5
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/151800
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/candidates-views-on-the-issues/
https://www.politico.com/tipsheets/morning-money	https://www.washingtonpost.com/world/asia_pacific/trump-china-bank-dollar-sanctions-trade-hong-kong-protest-crackdown/2020/05/28/3d947af8-9e62-11ea-be06-af5514ee0385_story.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/politico-nightly-coronavirus-special-edition
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/democratic-presidential-candidates/endorsements/
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.11358e651ec1627fae2608d1db24821a.gz.css
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/05/27/mcconnell-says-another-relief-package-is-coming-787905
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	https://morningmoney62.splashthat.com/Newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/results/
https://www.politico.com/tipsheets/morning-money	https://www.ft.com/content/3a2bae3d-cb89-4444-9b69-d2562b570d33
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/05/28/house-set-to-relax-ppp-restrictions-787943
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/act-on-the-news?cid=promkt_20q1_corenews_act_money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/aubree-eliza-weaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/race-forecasts-and-predictions/
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/3gARAf6&amp;text=PPP: The saga continues&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/settings#manageSubscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/the-long-game?cid=mkt_the_long_game_newsletter_newsletters_morganstanley
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/31/george-floyd-conferderate-monuments-291316
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/zachary-warmbrodt
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/31/trump-obrien-world-health-organization-corrupt-292059
https://www.politico.com/tipsheets/morning-money	https://apnews.com/9319aef1081cd987703afa4cbad2fd96
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2020/05/28/business/economy/coronavirus-stimulus-unemployment.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/what-works
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/05/22/no-second-virus-wave-787849
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2020-05-28/kudlow-says-china-to-be-held-accountable-for-hong-kong-move?srnd=premium
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/politico-china-watcher
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/28/white-house-to-skip-economic-forecast-287281
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2020/05/28/business/economy/coronavirus-unemployment-claims.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/delegate-count-tracker-democratic-primary/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#c9b3bea8bba4abbba6adbd89b9a6a5a0bda0aaa6e7aaa6a4
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2020-05-28/fed-fueled-borrowing-binge-hits-1-trillion-mark-at-record-rate?srnd=premium
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#08377c67352e696578337b7d6a626d6b7c3558585832285c606d287b696f69286b67667c61667d6d7b28ea889c2858677f6d6464287b786d69637b28ea889c285c7a7d6578286766284b606166692e696578336a676c7135607c7c787b3227277f7f7f26786764617c616b67266b676527666d7f7b646d7c7c6d7a7b2765677a6661666f256567666d71273a383a3827383d273a3127787878257c606d257b696f69256b67667c61667d6d7b253f303f31313e
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2020/05/28/business/unemployment-stock-market-coronavirus.html?type=styln-live-updates&amp;label=economy&amp;index=0&amp;action=click&amp;module=Spotlight&amp;pgtype=Homepage#link-7e21968a
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.youtube.com/watch?v=4jr8PbAxem8
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/newsletter-archive/covid-19-coverage-roundup
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/3gARAf6&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/28/small-business-loan-pandemic-287569
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2020/05/28/upshot/should-we-fear-inflation.html
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/document-drawer?subtype=graphic
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/31/mcconnell-pelosi-unemployment-battle-289371
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/28/house-trump-china-stocks-287135
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/president/democratic-primary/candidates/fundraising-and-campaign-finance-tracker/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/article/us-usa-fed-kaplan/feds-kaplan-says-u-s-economy-has-bottomed-ties-rebound-to-testing-idUSKBN2343AH
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/05/31/george-floyd-death-minnesota-political-landscape-290082
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://twitter.com/zachary
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/democratic-presidential-candidates/polls/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2020-05-28/u-s-mortgage-rates-tumble-to-a-record-3-15-for-30-year-loans?srnd=markets-vp&amp;sref=p6AmiyaF
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/05/26/the-us-economy-vs-the-virus-round-2-787868
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#26475143475043546656494a4f524f45490845494b
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/do-not-sell
